0.000724643,-1.03E-04,-1.59E-04,-1.96E-04,-1.74E-05,1.05E-06,1.56E-05,-0.00260178,8.54E-04,-1.69E-04,1.27E-05,4.08E-03,1.93E-05,2.72E-04,1.92E-04,-2.00E-04,-0.000533422,-1.93E-03,-1.19E-04,-4.11E-04,-2.88E-05,-1.84E-04,-0.00021491,-0.001902408,-2.28E-04,-2.95E-04,3.72E-05,3.12E-04,1.01E-04,0.000199666,-3.36E-04,-5.35E-05,7.01E-05,0
-1.03E-04,1.32E-03,6.02E-05,1.19E-05,1.29E-05,-1.15E-04,-1.02E-04,-0.001011075,-1.94E-03,8.74E-04,-4.48E-05,-0.005800881,-4.10E-04,-1.72E-04,-1.70E-05,-1.80E-03,0.000259706,0.000662077,6.53E-05,4.66E-05,-0.000135739,-4.40E-04,0.000338577,-0.00293907,4.84E-04,2.02E-04,-4.67E-05,-0.003138306,-1.78E-04,-2.62E-04,-0.000783658,0.000588042,5.08E-04,0
-1.59E-04,6.02E-05,1.22E-03,7.39E-05,2.16E-05,1.08E-04,-8.99E-05,0.000329484,-2.24E-04,-3.76E-05,1.83E-05,-0.00207935,-1.56E-05,-0.000610748,-0.00015898,5.17E-04,5.08E-04,0.001737415,8.69E-05,3.69E-04,5.10E-05,0.000320789,8.15E-05,0.00278283,-4.22E-05,2.80E-04,-2.16E-05,-1.11E-04,-7.04E-05,6.21E-05,0.000356037,-2.30E-04,2.02E-04,0
-1.96E-04,1.19E-05,7.39E-05,0.001512581,8.06E-05,2.43E-04,1.05E-04,-7.35E-03,0.0005237,-0.000184108,1.32E-04,8.01E-04,4.18E-04,-0.000275551,-0.000263509,7.89E-04,0.000644988,0.001798884,1.18E-04,0.000610405,1.76E-04,-5.67E-05,1.95E-04,0.006649847,-0.000117604,5.61E-04,-4.58E-05,-3.51E-04,-1.64E-04,-0.001049314,0.000819707,-0.000762621,-0.000302245,0
-1.74E-05,1.29E-05,2.16E-05,8.06E-05,1.21E-04,-9.18E-06,-2.63E-06,5.17E-04,-1.13E-04,-9.01E-06,-1.88E-05,-0.000247537,-2.51E-05,-5.95E-06,-7.05E-05,8.52E-05,3.63E-05,3.91E-04,-9.72E-06,2.69E-05,5.14E-05,4.55E-05,3.13E-05,0.00012921,3.35E-05,5.68E-05,-6.66E-06,-2.10E-05,-1.48E-05,-7.84E-05,0.000167965,5.79E-05,3.67E-05,0
1.05E-06,-1.15E-04,1.08E-04,2.43E-04,-9.18E-06,5.87E-04,-6.91E-05,-2.79E-03,8.63E-04,-8.84E-05,1.61E-04,0.004024516,0.000248456,-0.000857374,0.000187007,0.000236748,0.000737847,-1.65E-05,4.56E-05,2.52E-04,3.56E-05,0.000751246,-7.44E-05,-0.000135878,-6.36E-04,1.67E-04,5.75E-05,0.000238292,4.63E-05,-2.95E-05,6.68E-04,-0.001705092,5.47E-06,0
1.56E-05,-1.02E-04,-8.99E-05,1.05E-04,-2.63E-06,-6.91E-05,0.000494429,-0.00084097,2.34E-05,-5.49E-05,1.80E-05,0.00081521,-3.16E-05,0.000490761,-5.12E-05,0.000570537,1.02E-04,0.000308368,3.74E-05,1.32E-04,5.38E-05,-2.83E-05,9.02E-05,0.001225054,-9.33E-06,3.90E-06,-1.34E-05,2.57E-04,-1.28E-05,-2.70E-05,5.87E-05,1.37E-04,-0.00116552,0
-0.00260178,-1.01E-03,3.29E-04,-7.35E-03,5.17E-04,-2.79E-03,-0.00084097,0.450307545,-1.14E-02,0.004584214,-0.000386208,-0.142757992,-0.008802931,-0.013379559,-0.001862467,-0.007897812,0.004673101,0.042969031,0.001088533,-0.003820902,-0.000181519,0.006253427,0.001141504,-0.167195888,0.002488662,-0.002544598,0.00040459,0.007464303,0.001275385,-0.00350135,0.008128236,0.011167829,-2.90E-03,0
8.54E-04,-1.94E-03,-2.24E-04,5.24E-04,-1.13E-04,8.63E-04,2.34E-05,-1.14E-02,0.014580871,-2.07E-03,3.63E-04,0.029777597,0.00219151,0.000204866,0.000381255,0.002330625,0.000215702,-0.008126314,-0.000305735,-0.000351203,-0.000258159,0.000124362,-0.001872643,-0.014339526,-0.002387914,-0.000906346,0.000316109,0.003205315,0.000807858,6.49E-04,0.001590645,-0.00350048,0.000127001,0
-1.69E-04,8.74E-04,-3.76E-05,-0.000184108,-9.01E-06,-8.84E-05,-5.49E-05,0.004584214,-2.07E-03,0.001073213,-5.73E-05,-0.005792546,-0.000577121,-3.71E-04,7.60E-05,-0.001667086,0.000288611,0.00085529,4.30E-05,-3.18E-05,-0.000163597,2.13E-05,0.000319168,-0.00278904,2.44E-04,4.12E-05,3.87E-06,-0.002442691,-6.98E-05,-1.43E-04,-0.00054786,0.000515239,1.99E-04,0
