0.001377744,6.55E-05,-2.72E-04,-4.71E-05,4.22E-05,1.13E-04,2.62E-05,0.005541738,-9.96E-05,4.78E-05,0.000277379,4.01E-03,3.33E-05,3.77E-04,1.60E-04,-3.48E-04,-0.001056233,5.99E-04,-5.49E-05,1.15E-04,1.46E-05,5.38E-04,0.000373493,0.002924559,-2.30E-04,-7.40E-05,3.63E-05,-3.43E-04,1.41E-04,-0.000295158,3.97E-04,-1.46E-04,-2.43E-04,0.00E+00
6.55E-05,1.70E-03,-2.65E-05,-1.61E-04,1.91E-05,6.68E-05,1.98E-05,0.003027873,2.62E-04,4.06E-04,-2.28E-04,-0.00048808,5.57E-05,2.15E-04,8.77E-05,1.06E-03,-0.000257587,0.000948163,7.26E-06,-2.22E-05,-1.34E-04,-5.64E-04,0.000152112,0.004439302,3.87E-05,1.18E-04,6.57E-05,-3.11E-03,-1.40E-05,2.98E-04,-3.11E-04,-1.56E-04,7.47E-06,0.00E+00
-2.72E-04,-2.65E-05,3.86E-03,3.46E-05,1.04E-04,9.13E-05,-3.09E-05,0.004289559,3.26E-04,-7.37E-05,4.20E-04,0.001872631,-0.000111003,-0.000223455,0.000133574,1.14E-03,7.95E-04,0.00204546,7.89E-05,3.54E-05,2.81E-04,0.000618468,0.000172398,0.003814462,-3.60E-04,2.29E-04,1.69E-05,-3.46E-04,1.99E-04,1.99E-05,-0.000239732,-1.96E-04,-1.22E-04,0.00E+00
-4.71E-05,-1.61E-04,3.46E-05,0.004154214,1.48E-04,7.47E-05,3.17E-04,-7.23E-03,3.29E-03,-7.10E-04,-7.04E-05,-6.01E-03,5.01E-05,-6.11E-04,0.0003085,2.87E-04,1.07E-04,-0.001001693,-1.53E-04,1.33E-04,9.82E-05,0.00019762,-2.66E-05,-0.002604989,-3.73E-04,2.79E-04,-4.24E-05,5.10E-05,3.00E-04,-3.24E-03,1.29E-03,-3.18E-04,-0.001049749,0.00E+00
4.22E-05,1.91E-05,1.04E-04,1.48E-04,2.03E-04,1.37E-06,4.20E-05,2.49E-04,6.63E-05,-7.87E-05,-9.51E-05,-0.002302119,2.18E-05,-1.36E-04,2.60E-06,7.30E-05,-9.18E-05,5.00E-04,-4.96E-05,1.00E-04,7.22E-05,-4.66E-05,7.99E-05,-1.35E-03,2.81E-05,5.35E-05,-5.79E-06,4.96E-05,4.22E-06,-1.07E-04,4.85E-04,-2.33E-05,-2.87E-04,0.00E+00
1.13E-04,6.68E-05,9.13E-05,7.47E-05,1.37E-06,4.25E-04,-4.51E-05,2.36E-03,7.91E-06,2.91E-05,2.16E-04,0.003576028,-2.14E-04,2.73E-04,4.23E-04,3.99E-04,-3.57E-04,0.001105412,-7.77E-06,1.32E-05,8.34E-06,0.000222804,2.56E-04,0.000532289,-2.20E-04,1.29E-04,3.18E-05,-5.43E-04,2.84E-05,1.53E-05,4.78E-05,-6.38E-04,2.69E-04,0.00E+00
2.62E-05,1.98E-05,-3.09E-05,3.17E-04,4.20E-05,-4.51E-05,0.0004642,-0.000600065,4.55E-04,-1.08E-04,-3.31E-04,-0.006131676,4.67E-05,-0.000236483,-1.15E-04,-0.000216774,-2.00E-04,0.000471672,-1.02E-06,1.71E-05,-4.96E-06,-0.000142534,1.98E-05,0.004280264,1.90E-04,1.43E-04,-8.12E-06,-8.30E-05,-4.17E-05,-2.35E-04,1.33E-04,8.40E-05,-0.001565053,0.00E+00
0.005541738,3.03E-03,4.29E-03,-7.23E-03,2.49E-04,2.36E-03,-0.000600065,0.612269881,-4.70E-03,0.010902723,0.006618779,0.122836236,-0.000416105,0.00852082,0.005176612,0.000479602,-0.004692289,0.025608331,0.002658422,0.002200937,-0.000122927,-0.005265914,0.010587242,-0.00601177,-0.00065003,0.001304898,0.001272452,-0.008406775,0.00110471,-0.004331863,0.006227849,-0.004108148,8.17E-03,0
-9.96E-05,2.62E-04,3.26E-04,3.29E-03,6.63E-05,7.91E-06,4.55E-04,-4.70E-03,0.024345524,-3.89E-03,-4.02E-04,-0.022628686,-7.46E-04,0.001914242,7.11E-04,0.004747395,0.000239254,8.07E-03,2.02E-04,-7.85E-04,2.22E-04,0.003694849,-1.33E-03,1.03E-01,5.37E-04,1.56E-03,1.50E-04,-5.48E-03,2.20E-03,-9.41E-04,-0.001287073,3.77E-04,-0.000400109,0.00E+00
4.78E-05,4.06E-04,-7.37E-05,-7.10E-04,-7.87E-05,2.91E-05,-1.08E-04,0.010902723,-3.89E-03,1.56E-03,9.91E-05,4.92E-03,1.02E-04,-8.40E-05,3.59E-05,-0.000494237,1.05E-04,-0.001354236,2.46E-05,-3.08E-05,-3.17E-04,-1.17E-03,4.46E-04,-0.014621448,-5.59E-05,-2.47E-04,2.13E-05,-7.12E-04,-3.71E-04,2.77E-04,-2.02E-04,-1.05E-04,6.31E-04,0.00E+00
