0.000943124,3.36E-04,5.64E-04,4.12E-04,3.30E-05,6.73E-05,2.78E-04,0.005796111,7.26E-04,1.85E-04,0.000132118,1.24E-03,1.25E-04,2.45E-04,-3.23E-05,-3.47E-04,-0.000613717,1.81E-03,4.56E-05,-1.09E-04,-4.82E-05,-2.82E-04,-0.000185918,0.003037929,2.03E-04,-5.84E-05,1.05E-05,-6.11E-04,4.97E-05,-0.000223782,1.34E-04,7.26E-08,-3.87E-04,-6.22E-06,-3.64E-05,-1.01E-05
3.36E-04,7.85E-04,4.55E-04,2.62E-04,-1.23E-06,7.57E-05,2.36E-05,-0.009059314,-5.42E-06,9.20E-05,-7.29E-05,0.002718051,-3.37E-04,-1.10E-03,-2.78E-04,6.84E-04,8.67E-05,-0.000681388,5.13E-06,-1.88E-04,-4.93E-05,1.71E-04,9.93E-05,0.002883474,3.17E-05,2.27E-04,-1.32E-05,-0.000934895,-2.49E-05,-9.11E-05,-0.000419204,3.36E-05,-1.30E-04,1.88E-05,-3.25E-05,0.000290338
5.64E-04,4.55E-04,1.68E-03,2.50E-04,-2.34E-05,2.23E-04,1.06E-04,0.003204875,-1.33E-04,3.39E-04,0.000170843,0.001829743,-0.000329458,-0.000635474,-0.000521173,1.49E-05,-1.55E-04,0.000425768,2.13E-05,-3.19E-04,-1.37E-04,-0.000322708,-0.000162121,0.007486052,5.07E-05,9.78E-05,-9.79E-06,-2.73E-04,1.43E-05,-2.51E-04,-0.000618015,1.38E-05,-5.92E-04,-4.36E-05,-8.10E-05,0.000172186
4.12E-04,2.62E-04,2.50E-04,0.001213419,8.59E-06,-1.17E-04,5.13E-04,5.22E-03,0.000774688,-0.000228466,-1.64E-05,-9.40E-04,2.63E-04,0.001231003,-0.00011625,-1.99E-04,9.31E-06,0.001452823,1.44E-05,-9.24E-05,-1.09E-04,-0.00078498,-2.19E-05,0.00144064,2.13E-05,-1.24E-04,-3.37E-06,-2.90E-04,3.31E-05,-0.000489657,0.000295374,-4.26E-05,-0.000787172,-2.83E-05,-1.23E-05,-0.000282537
3.30E-05,-1.23E-06,-2.34E-05,8.59E-06,4.12E-05,-2.88E-05,-6.01E-06,1.60E-03,-7.97E-05,2.39E-05,-7.82E-09,-0.000661046,1.05E-04,0.000195059,6.78E-05,-1.25E-04,-1.04E-04,-2.47E-05,-4.69E-06,4.99E-05,2.23E-05,2.36E-05,8.53E-05,-0.000548668,5.12E-05,-2.80E-05,2.40E-06,2.51E-07,1.64E-05,2.96E-07,0.000294038,3.89E-06,9.34E-05,5.84E-06,4.17E-06,-5.02E-05
6.73E-05,7.57E-05,2.23E-04,-1.17E-04,-2.88E-05,2.26E-04,-3.04E-05,-5.96E-03,2.58E-04,8.34E-05,-1.02E-05,0.001461295,-0.000452639,-0.001219515,-0.000177885,0.000438552,7.18E-05,0.000781214,1.49E-05,-1.26E-04,-5.71E-05,1.04E-05,-2.62E-04,0.001788244,-3.33E-05,1.60E-04,-5.86E-06,-0.000212626,-2.98E-05,3.22E-05,-6.59E-04,-3.78E-05,-2.48E-04,-1.18E-05,-2.18E-05,0.000297322
2.78E-04,2.36E-05,1.06E-04,5.13E-04,-6.01E-06,-3.04E-05,0.000354942,0.004405471,6.65E-04,-1.12E-04,8.15E-06,-0.000469198,1.49E-04,0.000724262,5.60E-06,-0.000313412,-7.91E-05,0.001595543,2.65E-05,-6.34E-05,-6.22E-05,-0.000561137,-1.71E-04,0.00057358,3.55E-05,-1.17E-04,2.13E-06,-1.08E-04,1.81E-05,-0.000205079,1.83E-05,-4.62E-05,-0.000602244,-2.58E-05,-5.11E-06,-0.000153197
0.005796111,-9.06E-03,3.20E-03,5.22E-03,1.60E-03,-5.96E-03,0.004405471,0.580467547,-7.06E-04,0.002813881,0.005122553,-0.076627802,0.021558741,0.065247249,0.008612994,-0.035864586,-0.016942966,0.021930767,0.000435183,0.005452692,0.001156615,-0.014548517,0.004060122,-0.042635158,0.005063721,-0.009826434,0.000836003,0.012260252,0.00255139,-0.005336184,0.031371187,0.000279707,2.71E-03,-0.000467091,0.00015662,-0.015664557
7.26E-04,-5.42E-06,-1.33E-04,7.75E-04,-7.97E-05,2.58E-04,6.65E-04,-7.06E-04,0.00476374,-3.70E-04,-1.22E-06,0.001535317,-0.000228515,0.000141461,0.000576404,4.66E-05,-0.000261107,0.00589665,0.000103835,-0.00026694,-0.000237035,-0.001098231,-0.001366781,0.002797691,0.000192505,-9.25E-05,9.73E-06,-0.001372054,3.88E-05,-1.75E-04,-0.001083939,-0.000161175,-0.000902658,-7.71E-05,-3.44E-05,8.02E-05
1.85E-04,9.20E-05,3.39E-04,-0.000228466,2.39E-05,8.34E-05,-1.12E-04,0.002813881,-3.70E-04,0.000401208,5.60E-05,0.001068798,-3.06E-05,-4.02E-04,-3.41E-05,-0.000227163,-0.000345159,-0.000198471,4.21E-06,-4.10E-05,-3.74E-05,1.47E-05,-7.22E-05,0.001195912,7.23E-05,4.68E-05,1.32E-05,-0.00016561,1.02E-05,2.98E-05,5.76E-05,1.56E-05,2.58E-04,5.50E-06,-3.14E-05,9.44E-05
