0.489010743,4,0.057,2.0016
0.133942082,4,0.057,2.0016
0.78491365,4,0.057,2.0016
0.27712931,4,0.057,2.0016
0.205099412,4,0.057,2.0016
0.073575753,4,0.057,2.0016
0.167652462,4,0.057,2.0016
8.400956302,3,4,1.5
1.57330988,3,1.5,0.375
0.462529876,1,14,6
0.602718837,1,12,12
2.415504544,3,2,0.75
0.556982787,1,12,12
0.467976324,1,5.056,5.056
0.220765352,1,5.056,5.056
0.594489127,1,5.056,5.056
1.549608028,3,1.25,0.125
2.340113962,3,1.5,0.25
0.904478076,1,13.31,4.438
0.13234671,3,0.125,0.05
0.158303924,3,0.125,0.05
0.75264809,2,39.06,0.016
0.110510312,2,6.25,0.04
0.927962966,3,0,2
0.481149502,3,0.4,0.1
0.158612061,3,0.3,0.05
0.964834844,1,2.625,2.625
0.891266652,1,2.625,2.625
0.998143304,1,2.625,2.625
0.929518946,1,2.625,2.625
0.301302332,1,2.625,2.625
0.936825905,1,2.625,2.625
0.859759852,1,2.625,2.625
0.047586871,5,0,0.05
0.033881567,5,0,0.05
0.523870794,5,0,1
